0 15.9766
1 15.7734
2 16.1016
3 16.0117
4 16.0586
5 15.9805
6 16.125
7 16.082
8 16.1953
9 16.1641
10 16.1875
11 16.1836
12 16.1875
13 16.125
14 16.3438
15 16.332
16 16.1484
17 16.1641
18 16.1523
19 16.2695
20 16.2852
21 16.3555
22 16.2461
23 16.4609
24 16.3359
25 16.2344
26 16.2617
27 16.5391
28 16.4844
29 16.5703
30 16.5234
31 16.1836
32 16.2266
33 16.8672
34 16.0859
35 16.2227
36 15.9258
37 16.0703
38 16.3633
39 16.5625
40 16.207
41 16.2461
42 15.6953
43 16.457
44 16.2773
45 16.2305
46 16.0938
47 16.0625
48 16.3672
49 16.3828
50 16.1875
51 16.4766
52 16.5312
53 16.5273
54 16.3477
55 16.2461
56 16.0977
57 16.3555
58 16.293
59 16.3398
