# server rate avg_ms p95_ms fail_pct mem_mb
go-http	1423.82	49.69	201.83	0	37.4
go-gin	1373.36	51.55	213.21	0	41.7
go-fiber	1410.58	50.19	207.5	0	35.8
bun-http	1543.06	45.82	125.4	0	122.1
bun-hono	1609.64	43.91	115.35	0	129.0
rust-http	813.05	87.17	286.39	0	18.1
rust-actix	1123.65	63.11	294.32	0	25.5
rust-axum	1187.07	59.77	268.84	0	23.4
