0 5.88281
1 6.25781
2 6.25781
3 6.38281
4 6.38281
5 6.63281
6 6.75781
7 6.75781
8 7.00781
9 7.00781
10 7.00781
11 7.13281
12 7.25781
13 7.25781
14 7.38281
15 7.63281
16 7.88281
17 8.00781
18 8.50781
19 8.63281
20 9.00781
21 9.25781
22 9.50781
23 9.75781
24 10.0078
25 10.2578
26 10.3828
27 10.7578
28 10.8828
29 11.3828
30 11.5078
31 11.6328
32 12.0078
33 12.2578
34 12.5078
35 12.8828
36 13.1328
37 13.3828
38 13.6328
39 13.8828
40 14.1328
41 14.2578
42 14.8828
43 15.0078
44 15.2578
45 15.5078
46 16.0078
47 16.2578
48 16.7578
49 17.5078
50 17.8828
51 18.6328
52 19.1328
53 19.5078
54 20.0078
55 20.5078
56 21.1328
57 21.6328
58 22.1328
59 22.8828
60 23.2578
61 23.2578
62 23.2578
63 23.3828
64 23.3828
65 23.3828
66 23.3828
67 23.3828
68 23.3828
69 23.3828
