0 88.8281
1 86.3594
2 89.1797
3 77.6562
4 96.3281
5 96.3594
6 100.156
7 96.2109
8 98.9727
9 90.7891
10 91.6094
11 95.8008
12 103.066
13 99.1914
14 95.5742
15 95.4805
16 100.395
17 100.5
18 105.316
19 102.723
20 101.852
21 103.652
22 112.465
23 107.461
24 99.5703
25 114.121
26 107.168
27 109.699
28 110.871
29 113.707
30 114.238
31 111.168
32 101.246
33 98.9336
34 114.684
35 110.863
36 114.527
37 115.086
38 108.918
39 103.188
40 119.578
41 115.273
42 115.402
43 112.332
44 111.438
45 121.141
46 116.004
47 116.41
48 106.102
49 112.703
50 115.504
51 120.902
52 114.297
53 125.074
54 117.367
55 110.402
56 114.961
57 113.879
58 114.977
59 126.445
60 114.633
61 116.93
62 127.926
63 129.012
64 115.746
65 124.031
66 125.719
67 114.137
68 110.156
69 102.57
