0 22.75
1 22.7695
2 22.8711
3 23.2852
4 23.2891
5 23.2695
6 23.2227
7 23.4258
8 23.3164
9 23.1367
10 22.9805
11 23.4453
12 23.2695
13 23.3633
14 23.2539
15 23.1055
16 23.3086
17 23.0625
18 23.3438
19 23.2734
20 23.3594
21 23.3164
22 23.1094
23 23.2773
24 23.0664
25 23.4375
26 22.9375
27 23.3164
28 23.3516
29 23.082
30 23.4844
31 23.6445
32 23.3672
33 22.9648
34 23.332
35 23.3086
36 23.4062
37 23.2852
38 23.3672
39 23.3789
40 23.875
41 23.1094
42 22.8125
43 23.293
44 23.1562
45 23.2617
46 23.4102
47 23.8125
48 23.2891
49 23.2148
50 23.3203
51 22.9141
52 23.2344
53 23.5
54 22.9766
55 23.0586
56 22.9219
57 23.1289
58 23.4375
59 23.4219
