0 86.9297
1 83.8945
2 89.5273
3 90.6758
4 85.8672
5 85.9883
6 90.4492
7 90.6797
8 90.5078
9 85.3203
10 89.1641
11 85.1133
12 88.4141
13 88.4062
14 84.0352
15 86.5938
16 86.4531
17 86.6484
18 85.1055
19 84.9336
20 81.0898
21 80.832
22 81
23 85.0781
24 84.9141
25 85.0352
26 84.8711
27 85.0078
28 85.1875
29 85.1133
30 85.1211
31 85.0117
32 84.9961
33 85.3438
34 81.3828
35 85.3633
36 85.1836
37 90.5273
38 82.7734
39 86.1875
40 86.4336
41 86.2891
42 86.4102
43 82.3047
44 86.5
45 86.3984
46 82.4453
47 85.2734
48 81.0781
49 77.6094
50 85.0977
51 85.2383
52 85.2461
53 85.707
54 85.3477
55 85.5234
56 85.3555
57 83.707
58 86.375
59 82.2383
