0 7.96484
1 8.08984
2 8.08984
3 8.08984
4 8.08984
5 8.21484
6 8.33984
7 8.33984
8 8.33984
9 8.33984
10 8.58984
11 8.71484
12 8.71484
13 8.83984
14 8.83984
15 9.21484
16 9.33984
17 9.83984
18 10.0898
19 10.3398
20 10.5898
21 10.9648
22 11.0898
23 11.4648
24 11.5898
25 11.9648
26 12.2148
27 12.7148
28 12.8398
29 13.2148
30 13.4648
31 13.5898
32 13.9648
33 14.0898
34 14.5898
35 14.8398
36 14.9648
37 15.3398
38 15.4648
39 15.5898
40 16.0898
41 16.2148
42 16.5898
43 16.8398
44 16.9648
45 17.4648
46 17.9648
47 18.5898
48 19.0898
49 19.5898
50 20.0898
51 20.7148
52 21.3398
53 21.8398
54 22.2148
55 22.8398
56 23.5898
57 23.9648
58 24.7148
59 25.0898
60 25.3398
61 25.3398
62 25.4648
63 25.4648
64 25.4648
65 25.4648
66 25.4648
67 25.4648
68 25.4648
69 25.4648
