0 67.00
1 63.37
2 69.00
3 64.00
4 64.00
5 62.00
6 62.00
7 62.00
8 62.00
9 62.00
10 63.00
11 64.00
12 60.00
13 62.00
14 63.00
15 61.00
16 61.00
17 61.00
18 61.00
19 60.00
20 61.00
21 65.00
22 61.00
23 59.00
24 61.00
25 66.00
26 63.00
27 65.00
28 66.00
29 65.00
30 64.00
31 67.00
32 67.00
33 63.00
34 61.39
35 64.00
36 63.00
37 63.00
38 63.00
39 63.00
40 61.00
41 62.00
42 63.00
43 61.00
44 60.00
45 61.00
46 60.00
47 57.00
48 58.00
49 56.00
50 62.00
51 59.00
52 56.00
53 56.00
54 61.00
55 58.00
56 58.00
57 58.00
58 58.00
59 60.00
